record_id,date,year_be,month,season,station_id,station_type,tambon,pH,temp_c,EC_uS_cm,DO_mg_L,BOD_mg_L,COD_mg_L,NH3_mg_L,NO3_mg_L,TP_mg_L,TCB_MPN_100mL,FCB_MPN_100mL,WQI_al_score,WQI_al_class
2067,2024-10-29,2567,10,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.46,30.5,346.0,5.91,1.18,4.0,0.414,2.206,1.122,13150,4937,70.9,B (ดี)
2068,2025-12-24,2568,12,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.67,26.7,286.0,5.46,1.71,15.3,0.233,1.498,0.492,1424,546,75.5,B (ดี)
2069,2024-08-05,2567,8,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.42,30.9,188.0,7.48,0.3,6.8,0.01,0.728,0.179,4609,2220,89.9,A (ดีมาก)
2070,2024-02-13,2567,2,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.54,26.9,152.0,7.6,2.52,13.0,0.129,0.724,0.203,2945,1271,89.6,A (ดีมาก)
2071,2024-12-05,2567,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,8.16,26.1,168.0,6.47,1.47,4.0,0.133,0.815,0.291,7846,3839,83.8,A (ดีมาก)
2072,2024-05-31,2567,5,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.75,31.2,225.0,6.78,1.85,6.8,0.184,0.75,0.66,2723,1595,83.3,A (ดีมาก)
2073,2025-08-30,2568,8,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.57,32.1,172.0,8.09,0.3,5.5,0.01,1.585,0.517,3719,850,88.0,A (ดีมาก)
2074,2024-01-04,2567,1,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.46,24.9,330.0,5.5,4.4,31.5,0.753,2.015,1.489,22021,7329,66.0,B (ดี)
2075,2025-03-26,2568,3,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,8.12,27.1,294.0,5.55,5.18,24.7,0.617,1.971,1.665,21314,5163,66.3,B (ดี)
2076,2025-08-18,2568,8,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.64,29.8,215.0,6.69,0.99,4.0,0.129,0.759,0.155,1538,388,85.7,A (ดีมาก)
2077,2025-05-19,2568,5,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.59,31.5,424.0,3.3,7.14,34.8,1.555,3.128,2.459,196717,111349,43.1,C (พอใช้)
2078,2024-08-07,2567,8,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.78,31.0,242.0,5.43,3.8,25.7,0.96,2.762,1.519,5954,3429,61.9,B (ดี)
2079,2025-05-25,2568,5,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.9,30.1,432.0,2.86,6.28,24.6,1.7,3.276,2.541,47381,9808,39.4,D (เสื่อมโทรม)
2080,2025-05-09,2568,5,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.24,28.0,247.0,6.79,1.06,10.9,0.157,0.859,0.389,18208,5981,84.5,A (ดีมาก)
2081,2025-02-02,2568,2,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.82,25.3,282.0,3.99,5.52,26.5,0.612,2.284,1.073,9906,2155,61.3,B (ดี)
2082,2024-02-04,2567,2,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.59,24.2,236.0,6.54,1.25,12.1,0.125,1.18,0.465,4224,1103,82.1,A (ดีมาก)
2083,2025-05-13,2568,5,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.96,30.3,260.0,7.22,2.61,16.1,0.272,0.658,0.577,2997,1589,85.4,A (ดีมาก)
2084,2024-08-20,2567,8,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.06,33.6,333.0,5.78,2.04,13.4,0.401,2.076,1.57,14586,7778,68.6,B (ดี)
2085,2024-06-15,2567,6,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.29,30.9,167.0,6.93,0.83,4.0,0.01,1.347,0.391,2950,1014,84.3,A (ดีมาก)
2086,2024-06-23,2567,6,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,6.88,28.4,291.0,8.0,0.3,4.0,0.096,1.15,0.328,3800,2198,89.5,A (ดีมาก)
2087,2024-11-28,2567,11,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.45,28.6,221.0,6.8,3.03,9.0,0.139,1.034,0.593,7092,1655,83.0,A (ดีมาก)
2088,2025-06-21,2568,6,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.05,29.6,227.0,7.55,0.67,9.5,0.113,0.794,0.195,4376,960,89.3,A (ดีมาก)
2089,2024-03-01,2567,3,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.96,26.6,336.0,2.27,7.21,42.8,1.533,3.241,2.271,25399,7469,39.2,D (เสื่อมโทรม)
2090,2024-10-28,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,6.95,27.7,265.0,6.26,2.67,12.7,0.497,1.999,3.041,9697,4604,63.1,B (ดี)
2091,2024-11-05,2567,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.37,25.0,287.0,4.92,5.41,31.0,1.118,2.083,1.314,9738,4630,62.0,B (ดี)
2092,2025-01-07,2568,1,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.35,24.9,170.0,7.66,1.58,21.4,0.134,0.792,0.222,1674,652,89.5,A (ดีมาก)
2093,2025-09-06,2568,9,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.49,29.5,353.0,4.91,3.1,13.6,0.608,2.793,1.219,4970,1630,62.9,B (ดี)
2094,2024-02-05,2567,2,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.28,25.8,245.0,4.32,4.44,20.0,1.2,2.095,1.59,7212,4064,57.4,C (พอใช้)
2095,2025-02-01,2568,2,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.1,25.6,326.0,4.73,2.64,10.7,0.895,2.284,1.199,10052,2233,62.3,B (ดี)
2096,2024-08-19,2567,8,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.61,32.3,425.0,4.62,7.25,21.2,1.486,3.666,2.322,10273,2945,48.2,C (พอใช้)
2097,2024-06-16,2567,6,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.28,31.1,265.0,9.2,0.58,4.0,0.01,0.745,0.174,2915,1740,97.5,A (ดีมาก)
2098,2025-07-17,2568,7,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.27,30.6,251.0,5.22,1.21,4.0,0.813,2.108,1.609,10181,2729,63.5,B (ดี)
2099,2025-01-03,2568,1,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.21,24.6,192.0,7.94,1.34,8.3,0.352,1.289,0.589,937,464,86.0,A (ดีมาก)
2100,2024-06-05,2567,6,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,7.35,29.7,174.0,8.41,0.96,4.0,0.213,2.35,0.284,1652,339,86.9,A (ดีมาก)
2101,2025-04-04,2568,4,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.85,26.4,279.0,4.2,4.86,17.4,1.251,2.112,1.409,12804,3197,57.4,C (พอใช้)
2102,2024-07-02,2567,7,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,7.2,30.4,289.0,8.19,1.28,13.4,0.042,1.555,0.948,1199,677,86.2,A (ดีมาก)
2103,2024-04-11,2567,4,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.4,29.1,311.0,5.78,5.22,24.3,0.694,2.105,1.271,19124,11010,68.4,B (ดี)
2104,2024-10-22,2567,10,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.25,26.0,302.0,5.67,3.35,7.8,0.838,1.863,1.406,5604,2435,67.1,B (ดี)
2105,2024-05-13,2567,5,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.29,29.2,298.0,6.97,3.57,21.3,0.676,2.592,1.373,20442,8882,71.6,B (ดี)
2106,2025-11-23,2568,11,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.99,26.7,422.0,2.26,6.89,25.5,1.676,4.175,2.417,31924,8671,34.4,D (เสื่อมโทรม)
2107,2025-10-18,2568,10,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.45,28.8,111.0,7.97,0.3,4.0,0.01,0.797,0.286,2831,569,91.3,A (ดีมาก)
2108,2025-11-15,2568,11,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.08,27.6,254.0,7.5,1.23,13.8,0.746,1.506,0.169,8464,4935,83.2,A (ดีมาก)
2109,2025-05-02,2568,5,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.34,27.4,357.0,4.63,4.78,30.0,0.617,2.517,1.945,19713,5455,58.9,C (พอใช้)
2110,2024-11-11,2567,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.05,26.3,296.0,4.96,3.09,8.4,1.041,2.15,1.564,7826,4050,61.1,B (ดี)
2111,2024-07-23,2567,7,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.53,32.7,221.0,7.52,0.3,9.5,0.01,2.691,0.394,1726,443,82.4,A (ดีมาก)
2112,2025-10-04,2568,10,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.08,26.1,325.0,5.55,3.44,4.0,0.46,2.163,1.305,8569,4912,68.3,B (ดี)
2113,2024-06-01,2567,6,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.19,31.6,262.0,4.6,2.49,4.0,0.413,1.923,1.672,4533,1173,63.3,B (ดี)
2114,2024-06-25,2567,6,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,6.7,33.3,211.0,6.6,1.29,6.7,0.065,0.661,0.338,9528,4014,85.1,A (ดีมาก)
2115,2024-09-28,2567,9,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.61,28.4,280.0,5.14,3.79,9.5,1.038,2.122,1.487,10062,3779,62.4,B (ดี)
2116,2025-09-19,2568,9,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.6,31.7,337.0,5.92,5.38,23.8,0.8,2.141,1.262,11430,4260,68.3,B (ดี)
2117,2025-08-28,2568,8,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.61,29.7,372.0,3.95,5.52,24.6,1.32,3.2,2.179,45625,15395,48.4,C (พอใช้)
2118,2025-04-04,2568,4,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.47,28.4,228.0,6.99,0.76,12.1,0.102,0.636,0.442,11861,2804,86.1,A (ดีมาก)
2119,2024-10-15,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.29,29.0,358.0,5.95,3.08,14.2,0.461,2.02,1.86,16490,9581,67.8,B (ดี)
2120,2025-02-03,2568,2,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.15,23.9,361.0,4.82,3.73,14.3,0.605,1.944,1.125,11634,5405,65.9,B (ดี)
2121,2024-11-20,2567,11,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.12,27.3,317.0,4.33,3.27,28.5,0.63,2.061,1.094,14974,7630,63.3,B (ดี)
2122,2025-05-16,2568,5,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,6.73,28.1,183.0,7.61,0.4,4.0,0.181,1.278,0.356,4127,1003,86.7,A (ดีมาก)
2123,2025-03-30,2568,3,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.17,23.8,193.0,7.42,1.29,4.0,0.112,0.768,0.95,3973,1062,85.0,A (ดีมาก)
2124,2024-03-19,2567,3,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.7,27.7,169.0,6.28,1.74,12.7,0.135,0.933,0.28,2239,499,82.6,A (ดีมาก)
2125,2025-03-11,2568,3,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,7.15,27.2,426.0,2.57,7.53,32.8,1.803,3.195,2.307,65679,17361,38.9,D (เสื่อมโทรม)
2126,2024-06-05,2567,6,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.4,31.1,315.0,5.88,4.61,16.4,0.699,2.593,1.137,5860,3052,67.8,B (ดี)
2127,2025-02-19,2568,2,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.42,24.8,298.0,6.43,1.45,9.9,0.114,1.626,0.594,3487,949,79.5,B (ดี)
2128,2025-11-19,2568,11,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,7.05,27.0,364.0,3.32,6.84,37.5,1.663,3.862,2.357,24762,14012,40.6,C (พอใช้)
2129,2024-09-18,2567,9,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.76,30.8,190.0,7.62,2.03,14.0,0.01,0.787,0.179,3899,1985,90.3,A (ดีมาก)
2130,2025-06-22,2568,6,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,6.6,30.1,215.0,6.18,0.3,6.4,0.01,0.878,1.448,7019,3710,77.2,B (ดี)
2131,2025-07-22,2568,7,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.11,30.1,316.0,5.69,3.45,21.4,0.809,1.943,1.262,75553,15545,67.9,B (ดี)
2132,2025-02-15,2568,2,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.95,27.6,263.0,6.18,2.64,13.2,0.12,0.752,0.678,827,460,80.9,A (ดีมาก)
2133,2024-07-05,2567,7,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.76,30.3,243.0,8.16,0.35,4.0,0.01,0.634,0.226,13660,5878,93.0,A (ดีมาก)
2134,2024-10-29,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.34,26.6,312.0,5.73,3.79,20.5,0.436,3.114,1.21,15333,6525,66.5,B (ดี)
2135,2024-10-15,2567,10,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.05,28.2,316.0,5.48,3.54,25.4,1.012,2.383,1.255,37387,19297,64.3,B (ดี)
2136,2025-11-21,2568,11,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,6.93,27.7,350.0,4.67,3.48,4.0,0.756,1.927,1.81,53189,11870,61.0,B (ดี)
2137,2024-11-02,2567,11,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.61,28.2,414.0,2.65,7.22,34.1,1.776,3.129,2.625,42866,21421,38.1,D (เสื่อมโทรม)
2138,2024-01-05,2567,1,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.57,27.1,223.0,6.91,2.21,4.0,0.37,1.544,0.418,2185,1270,81.4,A (ดีมาก)
2139,2025-02-14,2568,2,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.66,24.5,375.0,5.84,3.75,14.5,0.782,2.898,1.219,7318,3419,65.7,B (ดี)
2140,2025-04-27,2568,4,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.58,27.5,222.0,6.69,2.2,23.4,0.318,0.937,0.157,3761,1610,84.0,A (ดีมาก)
2141,2024-01-18,2567,1,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.73,24.4,198.0,7.24,2.61,10.6,0.165,0.641,0.202,5769,1925,88.1,A (ดีมาก)
2142,2025-05-10,2568,5,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.44,29.0,231.0,7.01,1.3,7.1,0.105,0.664,0.716,3833,1445,84.8,A (ดีมาก)
2143,2025-12-15,2568,12,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.94,25.4,242.0,6.93,2.53,18.7,0.135,1.367,0.417,13767,6387,83.4,A (ดีมาก)
2144,2025-09-20,2568,9,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.58,28.1,307.0,8.3,0.3,4.0,0.01,1.255,0.829,10392,5540,88.5,A (ดีมาก)
2145,2024-12-21,2567,12,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.95,25.7,285.0,5.13,5.01,27.5,1.314,2.978,1.305,18302,6547,58.8,C (พอใช้)
2146,2024-09-18,2567,9,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,6.66,30.0,227.0,7.81,0.3,4.0,0.169,0.613,0.286,1644,812,90.3,A (ดีมาก)
2147,2024-07-30,2567,7,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.79,31.6,247.0,7.39,1.48,8.7,0.394,1.426,0.789,2896,1306,81.9,A (ดีมาก)
2148,2024-06-08,2567,6,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,6.73,31.6,440.0,3.51,7.06,28.7,1.468,3.534,2.181,100404,20321,44.5,C (พอใช้)
2149,2025-01-10,2568,1,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.12,28.0,309.0,7.36,2.97,12.2,0.288,1.0,0.68,3995,2260,84.3,A (ดีมาก)
2150,2025-03-15,2568,3,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.91,27.2,330.0,6.82,0.79,7.1,0.205,0.614,0.713,4365,1632,83.5,A (ดีมาก)
2151,2025-02-10,2568,2,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.87,23.4,280.0,6.91,1.31,8.0,0.231,0.943,0.549,6847,1615,83.5,A (ดีมาก)
2152,2024-12-01,2567,12,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.89,26.0,247.0,7.36,2.71,8.5,0.124,0.864,0.261,2463,557,87.8,A (ดีมาก)
2153,2025-11-23,2568,11,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.33,27.4,397.0,2.94,7.38,41.0,1.502,3.385,2.237,11903,2396,42.0,C (พอใช้)
2154,2025-12-07,2568,12,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.74,25.0,291.0,3.28,6.65,21.4,1.565,3.864,2.249,59531,13840,41.5,C (พอใช้)
2155,2024-05-24,2567,5,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.18,30.2,229.0,7.81,0.3,4.0,0.533,0.683,0.179,3690,967,88.5,A (ดีมาก)
2156,2024-09-17,2567,9,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.44,29.8,388.0,4.01,4.45,8.3,1.42,3.479,2.363,86688,19830,46.3,C (พอใช้)
2157,2025-05-08,2568,5,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.06,31.0,148.0,7.3,0.63,11.1,0.448,0.78,0.306,3918,1962,85.8,A (ดีมาก)
2158,2024-10-01,2567,10,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.17,27.1,355.0,5.65,3.22,15.6,0.499,1.974,1.263,9186,2697,69.4,B (ดี)
2159,2024-09-11,2567,9,ฤดูฝน,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.25,28.4,294.0,5.73,3.17,18.0,0.887,2.57,1.409,11341,3920,64.8,B (ดี)
2160,2024-10-25,2567,10,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.32,27.6,263.0,9.01,0.3,9.3,0.01,0.625,0.174,3669,1000,97.1,A (ดีมาก)
2161,2024-06-06,2567,6,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.58,29.8,412.0,4.44,5.88,23.7,1.624,3.14,2.199,29610,12377,49.0,C (พอใช้)
2162,2025-08-10,2568,8,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,6.61,29.9,361.0,3.56,3.82,9.2,1.409,3.884,2.362,18383,5749,43.0,C (พอใช้)
2163,2025-12-25,2568,12,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.97,25.6,370.0,2.4,8.34,44.2,1.565,3.17,2.286,163239,85798,39.7,D (เสื่อมโทรม)
2164,2024-05-11,2567,5,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.01,30.3,177.0,6.14,2.12,9.5,0.116,1.178,0.455,5550,3223,80.4,A (ดีมาก)
2165,2025-09-28,2568,9,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.28,27.4,305.0,6.42,3.84,11.5,0.532,1.915,1.081,9032,2004,73.7,B (ดี)
2166,2025-09-02,2568,9,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,6.92,31.4,278.0,9.31,1.59,12.2,0.01,1.31,0.363,5895,2346,95.1,A (ดีมาก)
2167,2024-12-25,2567,12,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.13,24.5,93.0,6.56,2.43,4.2,0.297,1.085,0.227,1995,998,82.7,A (ดีมาก)
2168,2024-09-06,2567,9,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.16,28.0,221.0,7.56,1.28,4.0,0.02,1.119,0.15,3965,1438,89.0,A (ดีมาก)
2169,2024-03-07,2567,3,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.31,25.6,214.0,7.56,0.65,4.0,0.235,1.89,0.425,3416,1297,83.8,A (ดีมาก)
2170,2025-03-01,2568,3,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.93,28.0,226.0,5.42,1.52,5.3,0.227,0.777,0.301,1371,639,78.7,B (ดี)
2171,2025-08-25,2568,8,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.6,30.6,239.0,6.45,1.86,10.6,0.012,0.939,0.259,2710,973,84.1,A (ดีมาก)
2172,2024-05-06,2567,5,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.79,27.7,331.0,3.71,7.57,31.1,1.517,3.455,2.626,14726,7936,43.2,C (พอใช้)
2173,2024-02-15,2567,2,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.61,22.0,290.0,6.68,2.74,10.0,0.148,1.392,0.595,1438,802,81.2,A (ดีมาก)
2174,2024-10-02,2567,10,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.69,27.9,382.0,4.62,6.25,28.5,1.397,3.13,2.416,40906,22755,50.0,C (พอใช้)
2175,2024-06-04,2567,6,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.75,29.7,259.0,5.94,2.82,12.9,0.636,1.99,1.119,7623,3837,70.5,B (ดี)
2176,2024-01-07,2567,1,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,6.98,24.9,347.0,5.74,4.08,23.3,0.736,2.488,1.659,34827,9152,64.7,B (ดี)
2177,2025-03-14,2568,3,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.01,27.3,243.0,5.96,0.48,4.0,0.222,0.642,0.925,1830,781,78.5,B (ดี)
2178,2024-06-26,2567,6,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.55,30.7,259.0,7.05,2.38,10.4,0.01,1.501,0.26,3182,1281,85.0,A (ดีมาก)
2179,2024-11-22,2567,11,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.07,27.6,372.0,2.84,5.47,24.2,1.658,4.886,2.355,25344,12859,35.1,D (เสื่อมโทรม)
2180,2024-03-18,2567,3,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.06,26.3,393.0,5.0,3.65,8.3,1.049,2.487,1.262,3460,1713,61.6,B (ดี)
2181,2024-12-31,2567,12,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.06,24.8,370.0,5.19,2.05,4.0,0.61,2.425,1.802,8687,3703,62.5,B (ดี)
2182,2024-03-05,2567,3,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.57,26.7,298.0,6.21,4.49,18.5,0.618,3.225,1.079,3860,2020,67.9,B (ดี)
2183,2024-03-14,2567,3,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.05,25.2,228.0,7.85,2.02,8.4,0.144,0.695,0.199,2839,1088,90.8,A (ดีมาก)
2184,2025-09-01,2568,9,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,8.1,29.0,262.0,7.36,0.81,9.9,0.031,0.772,0.165,4628,1104,89.1,A (ดีมาก)
2185,2024-06-17,2567,6,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,6.98,30.0,245.0,7.08,0.3,4.0,0.014,0.636,0.401,1819,833,87.2,A (ดีมาก)
2186,2025-06-20,2568,6,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.67,30.3,193.0,8.79,2.02,9.8,0.01,0.914,0.231,4639,1398,94.8,A (ดีมาก)
2187,2024-04-09,2567,4,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.24,28.0,472.0,2.35,7.75,37.0,2.055,3.101,2.211,52365,28688,37.3,D (เสื่อมโทรม)
2188,2024-08-16,2567,8,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.82,31.5,238.0,7.63,0.6,4.0,0.352,0.645,0.175,4179,1548,88.9,A (ดีมาก)
2189,2025-09-14,2568,9,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.38,29.9,428.0,4.43,5.88,13.3,1.327,3.272,2.244,29970,9989,50.0,C (พอใช้)
2190,2024-06-04,2567,6,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.62,31.5,203.0,7.0,0.9,4.0,0.01,1.949,0.461,8742,2300,82.2,A (ดีมาก)
2191,2025-10-06,2568,10,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.9,28.1,364.0,4.9,5.6,25.4,1.374,3.393,2.295,28722,6655,51.1,C (พอใช้)
2192,2024-05-20,2567,5,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.68,28.5,125.0,6.58,1.46,4.0,0.397,0.87,0.352,9277,3356,82.3,A (ดีมาก)
2193,2024-01-09,2567,1,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.95,26.8,283.0,6.86,1.03,4.0,0.104,0.6,0.418,2359,545,85.8,A (ดีมาก)
2194,2024-10-09,2567,10,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.8,26.7,246.0,7.25,0.3,4.0,0.085,2.135,0.173,2760,1139,83.7,A (ดีมาก)
2195,2025-09-05,2568,9,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.64,31.9,262.0,6.12,2.8,21.6,0.467,2.748,1.163,13153,4071,69.5,B (ดี)
